GEOID,year,month,year-month,sale_amt,home_size,yr_blt,price_sf,Sub_geo
13063040203,2023,3,2023-3,205000.0,1344.0,2007.0,152.5297619047619,NW Clayton
13063040203,2022,8,2022-8,250000.0,1848.0,2006.0,135.28138528138527,NW Clayton
13063040203,2021,9,2021-9,217000.0,1648.0,2007.0,131.6747572815534,NW Clayton
13063040203,2023,4,2023-4,297000.0,1786.0,2016.0,166.29339305711088,NW Clayton
13063040203,2020,12,2020-12,192000.0,2057.0,2015.0,93.33981526494895,NW Clayton
13063040203,2021,8,2021-8,195000.0,1520.0,2007.0,128.28947368421052,NW Clayton
13063040203,2021,2,2021-2,135000.0,1392.0,2007.0,96.98275862068964,NW Clayton
13063040203,2022,1,2022-1,225000.0,1520.0,2007.0,148.02631578947367,NW Clayton
13063040203,2020,11,2020-11,210000.0,2580.0,2007.0,81.3953488372093,NW Clayton
13063040203,2023,5,2023-5,299900.0,2046.0,2007.0,146.57869012707724,NW Clayton
13063040203,2021,6,2021-6,210000.0,1456.0,2004.0,144.23076923076923,NW Clayton
13063040203,2020,8,2020-8,190000.0,2238.0,2008.0,84.89722966934764,NW Clayton
13063040203,2020,5,2020-5,116000.0,1372.0,2007.0,84.54810495626822,NW Clayton
13063040203,2022,8,2022-8,201300.0,1448.0,2008.0,139.01933701657458,NW Clayton
13063040203,2023,8,2023-8,200000.0,1448.0,2008.0,138.12154696132598,NW Clayton
13063040203,2021,8,2021-8,150000.0,1444.0,2008.0,103.8781163434903,NW Clayton
13063040203,2021,1,2021-1,137250.0,1524.0,2008.0,90.05905511811024,NW Clayton
13063040203,2023,5,2023-5,197500.0,1462.0,2007.0,135.08891928864568,NW Clayton
13063040203,2021,12,2021-12,281500.0,1926.0,2014.0,146.15784008307372,NW Clayton
13063040203,2023,12,2023-12,333000.0,2670.0,1989.0,124.71910112359552,NW Clayton
13063040203,2022,10,2022-10,315000.0,1636.0,2008.0,192.54278728606357,NW Clayton
13063040203,2022,10,2022-10,180000.0,1000.0,1962.0,180.0,NW Clayton
13063040203,2020,8,2020-8,42800.0,1857.0,1963.0,23.0479267635972,NW Clayton
13063040203,2021,3,2021-3,155000.0,1749.0,2005.0,88.62206975414523,NW Clayton
13063040203,2020,1,2020-1,139999.0,1320.0,2003.0,144.3181818181818,NW Clayton
13063040203,2023,8,2023-8,249900.0,1320.0,2004.0,189.3181818181818,NW Clayton
13063040203,2022,4,2022-4,173500.0,1301.0,1967.0,133.35895465026903,NW Clayton
13063040203,2020,11,2020-11,215000.0,1768.0,2020.0,121.60633484162896,NW Clayton
13063040203,2020,8,2020-8,132000.0,1528.0,2017.0,86.38743455497382,NW Clayton
13063040203,2022,10,2022-10,217000.0,1452.0,2007.0,149.44903581267218,NW Clayton
13063040203,2020,4,2020-4,122500.0,1440.0,2007.0,85.06944444444444,NW Clayton
13063040203,2022,8,2022-8,216500.0,1344.0,2007.0,161.08630952380952,NW Clayton
13063040203,2021,7,2021-7,130000.0,1528.0,2008.0,85.07853403141361,NW Clayton
13063040203,2023,10,2023-10,255000.0,1303.0,1962.0,195.70222563315423,NW Clayton
13063040203,2022,6,2022-6,316500.0,2260.0,1991.0,140.04424778761063,NW Clayton
13063040203,2021,11,2021-11,265000.0,2260.0,1996.0,133.8495575221239,NW Clayton
13063040203,2020,3,2020-3,179000.0,2088.0,1987.0,85.727969348659,NW Clayton
13063040203,2021,12,2021-12,215000.0,2152.0,1987.0,99.90706319702602,NW Clayton
13063040203,2022,9,2022-9,210000.0,1468.0,2008.0,143.05177111716625,NW Clayton
